최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약
730,UCHz2m5yad6JG0gA7kaZG-Cw,이쎔Universe.뮤직,음악·보이스형,애니송커버,2580.0,300.0,0.0180362394331141,0.828457210744296,1.0,높음,0.3424541036717062,0.828457210744296,0.3115550755939524,0.4198507610515418,1.0,0.5688276526045791,성장관찰,0.828457210744296,0.6063714902807775,0.2392008639308855,0.9978401727861772,0.3115550755939524,0.5024298056155507,0.8871490280777538,True,성장관찰형,311,성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.569, 채널력=0.342, 성장성=0.828, 팬밀도=0.312, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
733,UCXrixFVnlb6NOmqtawIB44Q,히야 ひや,음악·보이스형,보컬로이드JPOP커버,1320.0,377.9,0.0903708494247838,0.5,0.0,미산출,0.1242440604751619,0.5,0.941144708423326,0.8617710583153347,0.94,0.5685711879049674,검증필요,0.5,0.6047516198704104,0.0178185745140388,0.5072894168466523,0.941144708423326,0.908207343412527,0.0944924406047516,True,점수상위검증형,570,팬밀도 상위권 / 라이브친화도 상위권,한국 타깃 적합성 낮음 / 성장성 신뢰도 낮음,"최종=0.569, 채널력=0.124, 성장성=0.500, 팬밀도=0.941, 라이브=0.862, 실전성=0.940, 운영제외리스크=0.136, 검증필요리스크=0.410, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
734,UCZMye1yIUqDaK12YoLwusdQ,도화남,게임 실황형,붕괴스타레일,1370.0,445.7,0.0263128480981626,0.7375900073298038,1.0,높음,0.0877159827213822,0.7375900073298038,0.4800215982721382,0.8487849374416911,0.98208,0.5684956104871732,성장관찰,0.7375900073298038,0.6042116630669546,0.0070194384449244,0.968682505399568,0.4800215982721382,0.8898488120950324,0.4295356371490281,True,성장관찰형,312,성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.568, 채널력=0.088, 성장성=0.738, 팬밀도=0.480, 라이브=0.849, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
736,UCtuqYU0W-R_RTn9KnmNMjzQ,골프전문의,음악·보이스형,보컬로이드JPOP커버,1150.0,3377.1,0.0376118110300214,0.5,0.0,미산출,0.2595032397408207,0.5,0.6603671706263499,0.8245140388768899,0.97536,0.568205396112311,성장관찰,0.5,0.6031317494600432,0.1155507559395248,0.5072894168466523,0.6603671706263499,0.8763498920086393,0.3102051835853132,True,성장관찰형,313,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.568, 채널력=0.260, 성장성=0.500, 팬밀도=0.660, 라이브=0.825, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
740,UCqA58HJhzETaaR6WyJhp9aQ,김팩트,음악·보이스형,애니송커버,196000.0,823183.2,0.0073738103039215,0.7696791188192704,1.0,높음,0.6969762419006479,0.7696791188192704,0.0739740820734341,0.4198507610515418,0.99104,0.5679720387014251,성장관찰,0.7696791188192704,0.6009719222462203,0.8191144708423326,0.980561555075594,0.0739740820734341,0.5024298056155507,0.6241900647948164,True,성장관찰형,314,성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.568, 채널력=0.697, 성장성=0.770, 팬밀도=0.074, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
741,UCr0jf-aiTtDX5WnpJFCZgNw,스우,,커버기타,51000.0,506219.7,0.0104258129873615,0.652417959957252,1.0,높음,0.7786987041036716,0.652417959957252,0.1306695464362851,0.4198507610515418,0.99272,0.5674892580645524,성장관찰,0.652417959957252,0.6004319654427646,0.8947084233261339,0.9184665226781856,0.1306695464362851,0.5024298056155507,0.7275917926565875,True,성장관찰형,315,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.567, 채널력=0.779, 성장성=0.652, 팬밀도=0.131, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,True,True,False,False,유지,순위 1단계 상승 / 버킷 변경: 보류 → 성장관찰 / shortlist 신규 선정
744,UCTlD91-4GZ2_QwMpapyb0nw,당쮸,음악·보이스형,애니송커버,1220.0,1263.5,0.2376517256835871,0.4427930216802168,0.125,낮음,0.218682505399568,0.4928491277100271,0.99622030237581,0.3992980561555075,0.97536,0.5673278818927169,성장관찰,0.4427930216802168,0.5988120950323974,0.076133909287257,0.357451403887689,0.99622030237581,0.1147408207343412,0.3102051835853132,True,성장관찰형,316,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.567, 채널력=0.219, 성장성=0.493, 팬밀도=0.996, 라이브=0.399, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
746,UCvqqck2oSGLBlrXZW2OJfmA,. Seseren,,서브컬쳐게임,6430.0,165.1,0.125733829839942,0.4204551602346331,1.0,높음,0.3760124190064794,0.4204551602346331,0.976781857451404,0.4198507610515418,0.96152,0.567237399844163,검증필요,0.4204551602346331,0.597732181425486,0.2904967602591792,0.132829373650108,0.976781857451404,0.5024298056155507,0.1887149028077753,True,점수상위검증형,571,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 상위 세그먼트 불명확,"최종=0.567, 채널력=0.376, 성장성=0.420, 팬밀도=0.977, 라이브=0.420, 실전성=0.962, 운영제외리스크=0.120, 검증필요리스크=0.181, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
751,UC7lV-1pINvjayeZ8CyvAG0Q,DBN한국농아방송,창작·비주얼형,일러스트리깅,9680.0,2310.7,0.0177167576629282,0.3855860433604336,0.25,낮음,0.5229616630669546,0.4713965108401084,0.3045356371490281,0.933585313174946,0.98432,0.5663598260589884,성장관찰,0.3855860433604336,0.5950323974082073,0.5631749460043196,0.2629589632829374,0.3045356371490281,0.96463282937365,0.5361771058315334,True,성장관찰형,317,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.566, 채널력=0.523, 성장성=0.471, 팬밀도=0.305, 라이브=0.934, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
752,UCBHd5x7wgG5n0kbWtErC5uw,GAMEYUBIN,음악·보이스형,ASMR,1100.0,183.3,0.1156084236358027,0.4854586460571471,0.625,보통,0.0519978401727861,0.4909116537857169,0.968682505399568,0.8497238712027297,0.95088,0.5663579197663282,검증필요,0.4854586460571471,0.5944924406047516,0.0021598272138228,0.3320734341252699,0.968682505399568,0.8922786177105831,0.1303995680345572,True,점수상위검증형,572,팬밀도 상위권 / 라이브친화도 상위권,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.566, 채널력=0.052, 성장성=0.491, 팬밀도=0.969, 라이브=0.850, 실전성=0.951, 운영제외리스크=0.120, 검증필요리스크=0.314, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
759,UCr7M1NiDLkef9QVcQ8nt72Q,Gunjuulei,음악·보이스형,ASMR보이스,2250.0,2115.8,0.0605764870803265,0.5,0.0,미산출,0.4498785097192225,0.5,0.8509719222462203,0.3992980561555075,0.95312,0.5655074034557236,검증필요,0.5,0.5907127429805615,0.4271058315334773,0.5072894168466523,0.8509719222462203,0.1147408207343412,0.1455183585313175,True,점수상위검증형,573,팬밀도 상위권,한국 타깃 적합성 낮음 / 성장성 신뢰도 낮음,"최종=0.566, 채널력=0.450, 성장성=0.500, 팬밀도=0.851, 라이브=0.399, 실전성=0.953, 운영제외리스크=0.120, 검증필요리스크=0.286, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
765,UCLBKDXEsfaQCY_WBp9balRw,DanceRoomHD,창작·비주얼형,코스프레,3410.0,2167.3,0.0253934886546557,0.5,0.0,미산출,0.4733126349892008,0.5,0.4616630669546436,0.933585313174946,0.95312,0.5651580514038878,검증필요,0.5,0.5874730021598272,0.4730021598272138,0.5072894168466523,0.4616630669546436,0.96463282937365,0.1455183585313175,True,점수상위검증형,574,라이브친화도 상위권,한국 타깃 적합성 낮음 / 성장성 신뢰도 낮음,"최종=0.565, 채널력=0.473, 성장성=0.500, 팬밀도=0.462, 라이브=0.934, 실전성=0.953, 운영제외리스크=0.120, 검증필요리스크=0.286, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
766,UCh9DWUstnqwxdWGodRwyE2Q,성우 류지아,음악·보이스형,성우,1960.0,1712.6,0.0675128661798663,0.5,0.0,미산출,0.3135529157667386,0.5,0.8822894168466523,0.3992980561555075,0.97536,0.5651368215982722,성장관찰,0.5,0.5869330453563715,0.1927645788336933,0.5072894168466523,0.8822894168466523,0.1147408207343412,0.3102051835853132,True,성장관찰형,318,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.565, 채널력=0.314, 성장성=0.500, 팬밀도=0.882, 라이브=0.399, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
770,UCt0XHN9t3F9dVDV-K--Y5tw,Taste Again,음악·보이스형,ASMR보이스,5960.0,282.1,0.0645936616874457,0.4904793405840102,0.375,낮음,0.3803860691144708,0.4964297527190038,0.8714902807775378,0.4198507610515418,0.95984,0.5644099418952944,검증필요,0.4904793405840102,0.5847732181425486,0.2985961123110151,0.3893088552915766,0.8714902807775378,0.5024298056155507,0.1733261339092872,True,점수상위검증형,575,팬밀도 상위권,한국 타깃 적합성 낮음,"최종=0.564, 채널력=0.380, 성장성=0.496, 팬밀도=0.871, 라이브=0.420, 실전성=0.960, 운영제외리스크=0.120, 검증필요리스크=0.202, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
778,UCZiBx_ikAhOynZisXiyOkZA,토시 TOSY Music,음악·보이스형,애니송커버,4630.0,7915.6,0.0230723571541439,0.5,0.0,미산출,0.4061555075593953,0.5,0.41414686825054,0.933585313174946,0.97536,0.5626611196544277,성장관찰,0.5,0.5804535637149028,0.3439524838012959,0.5072894168466523,0.41414686825054,0.96463282937365,0.3102051835853132,True,성장관찰형,319,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.563, 채널력=0.406, 성장성=0.500, 팬밀도=0.414, 라이브=0.934, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
781,UCTSkjPPvz1b3y4yaHPR8c7w,뚜루띠안 빱찌,버츄얼 퍼포먼스형,버튜버,1490.0,1838.7,0.0672017500993427,0.5,0.0,미산출,0.3011069114470842,0.5,0.8817494600431965,0.3992980561555075,0.97536,0.562279910151188,성장관찰,0.5,0.5788336933045356,0.1760259179265658,0.5072894168466523,0.8817494600431965,0.1147408207343412,0.3102051835853132,True,성장관찰형,320,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.562, 채널력=0.301, 성장성=0.500, 팬밀도=0.882, 라이브=0.399, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
783,UCz_LoDkn94TuUB4LPESZPTA,호타쿠,음악·보이스형,애니송커버,3380.0,695.5,0.0969429552034797,0.4569884491850561,0.375,낮음,0.2012958963282937,0.483870668444396,0.953023758099352,0.4198507610515418,0.98208,0.5621621252962442,성장관찰,0.4569884491850561,0.5777537796976242,0.0620950323974082,0.3077753779697624,0.953023758099352,0.5024298056155507,0.4295356371490281,True,성장관찰형,321,팬밀도 상위권,주요 자동 리스크 낮음,"최종=0.562, 채널력=0.201, 성장성=0.484, 팬밀도=0.953, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
788,UCltu3ntH0F534yA7VhcK6mg,Mazy Mayse,음악·보이스형,ASMR,6690.0,799.4,0.0975494359146305,0.4193386566388327,0.75,보통,0.1938174946004319,0.4395039924791245,0.9557235421166308,0.7271560730762842,0.95088,0.5619279569333513,검증필요,0.4193386566388327,0.5750539956803455,0.0539956803455723,0.1771058315334773,0.9557235421166308,0.8372030237580994,0.1303995680345572,True,점수상위검증형,576,팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.562, 채널력=0.194, 성장성=0.440, 팬밀도=0.956, 라이브=0.727, 실전성=0.951, 운영제외리스크=0.120, 검증필요리스크=0.314, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
797,UCUgGNomn6nUX7_YDlVjRnnA,김하루 ASMR,음악·보이스형,ASMR,22400.0,41844.6,0.0220489949261578,0.5,0.125,낮음,0.537742980561555,0.5,0.3963282937365011,0.8245140388768899,0.9664,0.5612047861771059,성장관찰,0.5,0.5701943844492441,0.5907127429805615,0.5072894168466523,0.3963282937365011,0.8763498920086393,0.2054535637149028,True,성장관찰형,322,라이브친화도 상위권,수집 영상 수 부족 / 성장성 신뢰도 낮음,"최종=0.561, 채널력=0.538, 성장성=0.500, 팬밀도=0.396, 라이브=0.825, 실전성=0.966, 운영제외리스크=0.000, 검증필요리스크=0.420, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
805,UCKY8dedJq670fmKeoTNrMxw,HERO ASMR,음악·보이스형,ASMR,31200.0,4348.6,0.0853319916673091,0.4343795615607083,0.5,보통,0.3811285097192224,0.4671897807803541,0.9362850971922246,0.4198507610515418,0.95088,0.5605161462967488,검증필요,0.4343795615607083,0.5658747300215983,0.300755939524838,0.2489200863930885,0.9362850971922246,0.5024298056155507,0.1303995680345572,True,점수상위검증형,577,팬밀도 상위권,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.561, 채널력=0.381, 성장성=0.467, 팬밀도=0.936, 라이브=0.420, 실전성=0.951, 운영제외리스크=0.120, 검증필요리스크=0.314, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
811,UCopiv-5UTCaVBiuFPjfUB7Q,Etherho,창작·비주얼형,코스프레,3360.0,948.4,0.0610196082004365,0.4980171443764853,1.0,높음,0.3270518358531317,0.4980171443764853,0.8563714902807775,0.4198507610515418,0.9688,0.5599195463326073,검증필요,0.4980171443764853,0.562634989200864,0.212742980561555,0.3974082073434125,0.8563714902807775,0.5024298056155507,0.2327213822894168,True,점수상위검증형,578,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.560, 채널력=0.327, 성장성=0.498, 팬밀도=0.856, 라이브=0.420, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
821,UCa9Q7BgiqcjHy9JL9_x1GNw,WasaBi,음악·보이스형,보컬로이드JPOP커버,1050.0,1056.9,0.0647871303899883,0.5,0.0,미산출,0.1567224622030237,0.5,0.8720302375809935,0.8245140388768899,0.94416,0.5593034997840174,검증필요,0.5,0.5572354211663066,0.0329373650107991,0.5072894168466523,0.8720302375809935,0.8763498920086393,0.105291576673866,True,점수상위검증형,579,팬밀도 상위권 / 라이브친화도 상위권,한국 타깃 적합성 낮음 / 성장성 신뢰도 낮음,"최종=0.559, 채널력=0.157, 성장성=0.500, 팬밀도=0.872, 라이브=0.825, 실전성=0.944, 운영제외리스크=0.120, 검증필요리스크=0.398, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
826,UCPh3qoTaNWYpbUJToDq9vew,ZNCREW [ZNDANCE - MOKDONG],음악·보이스형,보컬로이드JPOP커버,18800.0,2870.2,0.026091424850901,0.6100408777078494,1.0,높음,0.559651727861771,0.6100408777078494,0.4757019438444924,0.4198507610515418,0.9688,0.5587108676913071,검증필요,0.6100408777078494,0.5545356371490281,0.6214902807775378,0.8650107991360692,0.4757019438444924,0.5024298056155507,0.2327213822894168,True,점수상위검증형,580,성장성 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.559, 채널력=0.560, 성장성=0.610, 팬밀도=0.476, 라이브=0.420, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
841,UCNbpZM28AR6GXvrUcZ5v0zg,恋白れん / RenKohaku Ch.,음악·보이스형,ASMR,39700.0,1157.6,0.1511037657531728,0.3465950750624382,1.0,높음,0.2780237580993521,0.3465950750624382,0.988120950323974,0.7242739737625723,0.94672,0.5567531529350002,검증필요,0.3465950750624382,0.5464362850971922,0.1403887688984881,0.0561555075593952,0.988120950323974,0.8350431965442765,0.1158207343412527,True,점수상위검증형,581,팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음 / 수집 영상 수 부족,"최종=0.557, 채널력=0.278, 성장성=0.347, 팬밀도=0.988, 라이브=0.724, 실전성=0.947, 운영제외리스크=0.136, 검증필요리스크=0.326, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
848,UCHKAr2Xz4v38lMWjlyBc3Mg,ASMR Roa,음악·보이스형,ASMR보이스,1940.0,1005.6,0.0676007697061483,0.4218811501160101,1.0,높음,0.3791171706263498,0.4218811501160101,0.8833693304535637,0.4198507610515418,0.9688,0.5559953664277952,검증필요,0.4218811501160101,0.5426565874730022,0.2964362850971922,0.1360691144708423,0.8833693304535637,0.5024298056155507,0.2327213822894168,True,점수상위검증형,582,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.556, 채널력=0.379, 성장성=0.422, 팬밀도=0.883, 라이브=0.420, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
852,UCxjo-o0T9UaKW6Tsqyqk7Mg,팔공쓰 기록보관소,창작·비주얼형,코스프레,1020.0,452.7,0.0337709814668248,0.5,0.0,미산출,0.1812634989200863,0.5,0.6058315334773218,0.933585313174946,0.97536,0.5553555041036717,성장관찰,0.5,0.5404967602591793,0.0458963282937365,0.5072894168466523,0.6058315334773218,0.96463282937365,0.3102051835853132,True,성장관찰형,323,라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.555, 채널력=0.181, 성장성=0.500, 팬밀도=0.606, 라이브=0.934, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
862,UCjaoaH1tIwV6uLZHEmlQNdw,사과몽,,서브컬쳐게임,174000.0,7002.1,0.0160027653320924,0.5,0.0,미산출,0.5598812095032397,0.5,0.2591792656587473,0.933585313174946,0.96808,0.554161501511879,성장관찰,0.5,0.535097192224622,0.6225701943844493,0.5072894168466523,0.2591792656587473,0.96463282937365,0.2151727861771058,True,성장관찰형,324,라이브친화도 상위권,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.554, 채널력=0.560, 성장성=0.500, 팬밀도=0.259, 라이브=0.934, 실전성=0.968, 운영제외리스크=0.000, 검증필요리스크=0.399, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
865,UCS5TTrU1_hyrIDOkK2L7Y0Q,Cry'N [클라잉],음악·보이스형,보컬로이드JPOP커버,8080.0,279.5,0.0630099254871901,0.5,0.0,미산출,0.2796166306695464,0.5,0.8644708423326134,0.3992980561555075,0.97536,0.5537507524838013,성장관찰,0.5,0.5334773218142549,0.1430885529157667,0.5072894168466523,0.8644708423326134,0.1147408207343412,0.3102051835853132,True,성장관찰형,325,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.554, 채널력=0.280, 성장성=0.500, 팬밀도=0.864, 라이브=0.399, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
871,UCRQirZ3uW97S_g0MltFed7Q,catisloveofmylife,음악·보이스형,애니송커버,1730.0,226.9,0.1393529814970942,0.5356643399958767,1.0,높음,0.1688444924406047,0.5356643399958767,0.9827213822894167,0.4198507610515418,0.95984,0.5533273217971816,검증필요,0.5356643399958767,0.5302375809935205,0.038876889848812,0.7311015118790497,0.9827213822894167,0.5024298056155507,0.1733261339092872,True,점수상위검증형,583,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.553, 채널력=0.169, 성장성=0.536, 팬밀도=0.983, 라이브=0.420, 실전성=0.960, 운영제외리스크=0.120, 검증필요리스크=0.202, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
885,UCevLxqamyE9s8eM2N92nWCg,연가서 恋歌書 · YeonGaSeo,음악·보이스형,애니송커버,1520.0,61.9,0.0608649529086393,0.5163862470372559,1.0,높음,0.2888363930885528,0.5163862470372559,0.8542116630669546,0.4198507610515418,0.96464,0.5517995356823746,검증필요,0.5163862470372559,0.5226781857451404,0.1576673866090712,0.6771058315334774,0.8542116630669546,0.5024298056155507,0.1965442764578833,True,점수상위검증형,584,팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.552, 채널력=0.289, 성장성=0.516, 팬밀도=0.854, 라이브=0.420, 실전성=0.965, 운영제외리스크=0.136, 검증필요리스크=0.102, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
887,UCMpuf80FwKLHrELwDXqZH4w,HIU English 하이유 잉글리시,음악·보이스형,ASMR,3350000.0,64150.0,0.0079463276962578,0.4841600115079186,1.0,높음,0.832518898488121,0.4841600115079186,0.0831533477321814,0.884863796695081,0.8667199999999999,0.551695866894946,검증필요,0.4841600115079186,0.521598272138229,0.9384449244060477,0.3099352051835853,0.0831533477321814,0.9352051835853132,0.035097192224622,True,점수상위검증형,585,라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.552, 채널력=0.833, 성장성=0.484, 팬밀도=0.083, 라이브=0.885, 실전성=0.867, 운영제외리스크=0.128, 검증필요리스크=0.096, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
890,UC1brqbfzZl3nmOSkPn8hrTQ,Pyeongjun Art,창작·비주얼형,일러스트리깅,24100.0,570.1,0.0405123297417107,0.5,0.0,미산출,0.2239200863930885,0.5,0.7019438444924406,0.9900107991360692,0.9352,0.5513676846652269,검증필요,0.5,0.5199784017278618,0.0815334773218142,0.5072894168466523,0.7019438444924406,0.9981101511879048,0.0907127429805615,True,데이터검증형,586,라이브친화도 상위권,한국 타깃 적합성 낮음 / 수집 영상 수 부족 / 성장성 신뢰도 낮음,"최종=0.551, 채널력=0.224, 성장성=0.500, 팬밀도=0.702, 라이브=0.990, 실전성=0.935, 운영제외리스크=0.120, 검증필요리스크=0.510, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
893,UCHCdUOTRDQZd3bcaoNnOXkw,나라,버츄얼 퍼포먼스형,버튜버,1230.0,124.5,0.0497229558166628,0.4723864024297937,0.375,낮음,0.0545086393088552,0.4896449009111726,0.7856371490280778,0.8628853182869631,0.97312,0.5509910434322981,성장관찰,0.4723864024297937,0.5183585313174947,0.0026997840172786,0.3299136069114471,0.7856371490280778,0.9192764578833692,0.2502699784017279,True,성장관찰형,326,라이브친화도 상위권,수집 영상 수 부족,"최종=0.551, 채널력=0.055, 성장성=0.490, 팬밀도=0.786, 라이브=0.863, 실전성=0.973, 운영제외리스크=0.000, 검증필요리스크=0.336, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
896,UCD4A-FxPNHMlWMWbPihSRjA,무세이온의 먼지다듬이 (먼다의 오래된 책방),음악·보이스형,ASMR보이스,1210.0,140.5,0.1041986441963434,0.5,0.0,미산출,0.1703293736501079,0.5,0.960583153347732,0.3992980561555075,0.97536,0.550852264362851,성장관찰,0.5,0.5167386609071274,0.0415766738660907,0.5072894168466523,0.960583153347732,0.1147408207343412,0.3102051835853132,True,성장관찰형,327,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.551, 채널력=0.170, 성장성=0.500, 팬밀도=0.961, 라이브=0.399, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",1.0,,0.0,0.0,0.0,0.0,False,False,True,False,False,유지,순위 1단계 상승 / shortlist 신규 선정
