최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,성장성점수_raw,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,shortlist_선정여부,shortlist_유형,운영우선순위,추천사유,주의사유,자동판정근거,순위변동,운영우선순위변동,최종점수변동,성장성점수변동,팬밀도점수변동,실전성점수변동,신규진입여부,액션버킷변동여부,shortlist_신규선정여부,shortlist_유지여부,shortlist_이탈여부,변동방향,변화요약,channel_thumbnail_url,channel_url,channel_custom_url,channel_title_api
146,UCj5THwXxwfZ7Dxw83v4n-5Q,타봇,,서브컬쳐게임,6260.0,12695.3,0.0643766388240949,0.5063376190325953,1.0,높음,0.6400647948164147,0.5063376190325953,0.8704103671706264,0.4197304400149833,0.99272,0.6588122349685233,즉시검토,0.5063376190325953,0.92170626349892,0.7553995680345572,0.642548596112311,0.8704103671706264,0.5013498920086393,0.7308315334773218,True,즉시검토형,108,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.659, 채널력=0.640, 성장성=0.506, 팬밀도=0.870, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",-7.0,,-0.0010481364786055,-0.0056198387349999,0.0,0.0,False,False,True,False,False,하락,순위 7단계 하락 / 최종점수 -0.001 / 성장성 -0.006 / shortlist 신규 선정,https://yt3.ggpht.com/ytc/AIdro_n3nnRfVXeC8YI8usUuF4yXZdV-2vIMofAtD3xK6ddLqfY=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCj5THwXxwfZ7Dxw83v4n-5Q,@카타나봇,타봇
147,UC1IX083pPBnLiRDxfYeKjcg,밍턴 Mingturn,음악·보이스형,성우더빙,39300.0,28246.9,0.0381830597301664,0.4898014454057807,1.0,높음,0.8221652267818575,0.4898014454057807,0.6711663066954644,0.4197304400149833,1.0,0.6586369080808769,검증필요,0.4898014454057807,0.9211663066954644,0.9292656587473002,0.3353131749460043,0.6711663066954644,0.5013498920086393,0.8887688984881209,True,점수상위검증형,375,최종점수 상위 10% / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.659, 채널력=0.822, 성장성=0.490, 팬밀도=0.671, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-51.0,,-0.0125195558144652,-0.0421875813491859,-0.0048596112311014,0.0,False,True,True,False,False,급하락,순위 51단계 하락 / 최종점수 -0.013 / 성장성 -0.042 / 버킷 변경: 즉시검토 → 검증필요 / shortlist 신규 선정,https://yt3.ggpht.com/dvE8Zr8BRn17eacsEFXjt5HB_d9GVi8sGz10GfmOFUTOS7s81EifE7DpO3JiZ3Z9An2ebzQL7A=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC1IX083pPBnLiRDxfYeKjcg,@mingturn,밍턴 Mingturn
148,UCeskatsEme935-hFw1a82Jg,방구석닌자 특촬 채널,창작·비주얼형,코스프레,5700.0,984.8,0.0478503005369487,0.3871414968289924,0.625,보통,0.4297246220302375,0.4294634355181203,0.7710583153347732,0.9602178357096746,1.0,0.6584546835218272,즉시검토,0.3871414968289924,0.9206263498920086,0.3882289416846652,0.1592872570194384,0.7710583153347732,0.984341252699784,0.8887688984881209,True,즉시검토형,109,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.658, 채널력=0.430, 성장성=0.429, 팬밀도=0.771, 라이브=0.960, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-4.0,,3.595389705612906e-05,0.0012376574896851,-0.0016198704103671,0.0,False,False,True,False,False,유지,순위 4단계 하락 / 최종점수 +0.000 / 성장성 +0.001 / shortlist 신규 선정,https://yt3.ggpht.com/w2Pf7fdDNY0eoNGM7YVT0Dup4epezlGJRL_ZC-mSee1J0Bwxtz1Fv1SED38Aejax-lUpYarISQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCeskatsEme935-hFw1a82Jg,@bangdaikor,방구석닌자 특촬 채널
149,UCWUgQSx1hYMMmMTXebn2SOg,재현ASMR,음악·보이스형,ASMR,3530.0,1924.4,0.0359118550058748,0.5424573396823912,1.0,높음,0.465523758099352,0.5424573396823912,0.6366090712742981,0.8939813744789715,1.0,0.6584544837451183,즉시검토,0.5424573396823912,0.9200863930885528,0.4551835853131749,0.7375809935205183,0.6366090712742981,0.9360151187904968,0.8887688984881209,True,즉시검토형,110,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.658, 채널력=0.466, 성장성=0.542, 팬밀도=0.637, 라이브=0.894, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",128.0,,0.0299673370022102,0.0413171692038186,0.0653347732181426,0.0,False,True,True,False,False,급상승,순위 128단계 상승 / 최종점수 +0.030 / 성장성 +0.041 / 버킷 변경: 검증필요 → 즉시검토 / shortlist 신규 선정,https://yt3.ggpht.com/JOLEzmJUrJrPaQP84iuHDKTvUCtftqoMivLQJkd_ZaXxCNHutta4qSfwi0f26q9FzqjFWe0T=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCWUgQSx1hYMMmMTXebn2SOg,@jaehyeonv,재현ASMR
150,UCWDaX0azTPdFWyoIjKWf_Xw,zeeplli,창작·비주얼형,코스프레,5460.0,11272.4,0.1067854899816153,0.4648812885117067,1.0,높음,0.7116630669546435,0.4648812885117067,0.961123110151188,0.4197304400149833,0.9688,0.6582832857488083,검증필요,0.4648812885117067,0.9195464362850972,0.8363930885529157,0.2451403887688985,0.961123110151188,0.5013498920086393,0.2340712742980561,True,점수상위검증형,376,최종점수 상위 10% / 팬밀도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.658, 채널력=0.712, 성장성=0.465, 팬밀도=0.961, 라이브=0.420, 실전성=0.969, 운영제외리스크=0.120, 검증필요리스크=0.090, 수기제외=0",-68.0,,-0.0163845029493401,-0.0300479679848459,0.0188984881209504,0.0,False,False,True,False,False,급하락,순위 68단계 하락 / 최종점수 -0.016 / 성장성 -0.030 / shortlist 신규 선정,https://yt3.ggpht.com/bYIUSXWcDsOtQHcCdl04VUC2FsbMvE4aySgvGKWS0WScEp0dJazm3Hkzpkiti3xXIDn3NkE_=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCWDaX0azTPdFWyoIjKWf_Xw,@zee-plli,zeeplli
151,UCY6SVGjNsJubhuUI7sQGHTQ,미사키 하루 (MISAKI HARU),음악·보이스형,커버,3970.0,9184.0,0.041653050379981,0.5648606539792259,1.0,높음,0.6795626349892009,0.5648606539792259,0.7154427645788337,0.4197304400149833,1.0,0.6580217370213983,즉시검토,0.5648606539792259,0.9190064794816416,0.7991360691144709,0.7823974082073434,0.7154427645788337,0.5013498920086393,0.8887688984881209,True,즉시검토형,111,최종점수 상위 10% / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.658, 채널력=0.680, 성장성=0.565, 팬밀도=0.715, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",5.0,,0.0032385186676068,0.0229369055776839,-0.0172786177105831,0.0,False,False,True,False,False,상승,순위 5단계 상승 / 최종점수 +0.003 / 성장성 +0.023 / shortlist 신규 선정,https://yt3.ggpht.com/N3GQN_UquWnrpG9xRhyQQ3cUHQAcswb70swlu7WtV0Uuz61_J-ZXBNsLyMrvUQ3JfRA2p6tiNQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCY6SVGjNsJubhuUI7sQGHTQ,@misaki_haru720,미사키 하루 (MISAKI HARU)
152,UCR2ewkvkLCgtZxlgPc9z1OQ,다이쿠,버츄얼 퍼포먼스형,버튜버,7480.0,1239.5,0.0823413524370545,0.573551895563375,1.0,높음,0.4579913606911446,0.573551895563375,0.92548596112311,0.4197304400149833,1.0,0.6579191075591285,즉시검토,0.573551895563375,0.9184665226781856,0.4400647948164147,0.8002159827213823,0.92548596112311,0.5013498920086393,0.8887688984881209,True,즉시검토형,112,최종점수 상위 10% / 성장성 상위권 / 팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.658, 채널력=0.458, 성장성=0.574, 팬밀도=0.925, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-32.0,,-0.0064773507827906,-0.0189643020398262,-0.0080993520518359,0.0,False,False,True,False,False,급하락,순위 32단계 하락 / 최종점수 -0.006 / 성장성 -0.019 / shortlist 신규 선정,https://yt3.ggpht.com/RzK12jCj3xptdL_QI0t3KFdNd6NHLCb_WjpNTKKyYtcvGEuercCO2O4b4zc34XmIbZgNpT-hhA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCR2ewkvkLCgtZxlgPc9z1OQ,@다이쿠,다이쿠
153,UC2Pe_NOSIvRyg1kYDJNHfTA,온세계천국허봉랑선교사협력방송,음악·보이스형,ASMR보이스,15500.0,661.0,0.0375210030927123,0.6671021368775324,1.0,높음,0.4427105831533476,0.6671021368775324,0.6603671706263499,0.6556972416376432,1.0,0.6578202904028891,즉시검토,0.6671021368775324,0.91792656587473,0.4114470842332613,0.9281857451403888,0.6603671706263499,0.8104751619870411,0.8887688984881209,True,즉시검토형,113,최종점수 상위 10% / 성장성 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.658, 채널력=0.443, 성장성=0.667, 팬밀도=0.660, 라이브=0.656, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",195.0,,0.0394915984151514,0.0880244400619306,0.0583153347732181,0.0,False,True,True,False,False,급상승,순위 195단계 상승 / 최종점수 +0.039 / 성장성 +0.088 / 버킷 변경: 검증필요 → 즉시검토 / shortlist 신규 선정,https://yt3.ggpht.com/LZc86kcZJsZz6Mc4zXxKxEA-zFEEu6SFOYCV-RipDdoNMqPJms7XbeeFcFyo16FR1Ok49sAYBA=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC2Pe_NOSIvRyg1kYDJNHfTA,@허봉랑선교사협력방송,온세계천국허봉랑선교사협력방송
154,UCGTThxxnjy4kYKMirYZ41Ig,나일롱,,서브컬쳐게임,11600.0,1179.1,0.0398666341457412,0.4789333954395273,0.875,높음,0.4713552915766738,0.4815667210095863,0.693304535637149,0.9656606401377188,0.99272,0.6576865398903831,즉시검토,0.4789333954395273,0.9173866090712745,0.4654427645788337,0.3023758099352052,0.693304535637149,0.9875809935205184,0.7308315334773218,True,즉시검토형,114,최종점수 상위 10% / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.658, 채널력=0.471, 성장성=0.482, 팬밀도=0.693, 라이브=0.966, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",-62.0,,-0.0147436393673857,-0.0471553215485324,-0.0070194384449244,0.0,False,False,True,False,False,급하락,순위 62단계 하락 / 최종점수 -0.015 / 성장성 -0.047 / shortlist 신규 선정,https://yt3.ggpht.com/e5dxVedA5U2VTYDeNmKTbfsdFimzj5l4IaFMT-LqqGhBfAEn3WXamcu9fkV2oCzpiTHw7MLh=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCGTThxxnjy4kYKMirYZ41Ig,@나일롱님,나일롱
155,UCPj3xZZIaCoIrWXMZqd99MA,오북이,버츄얼 퍼포먼스형,버튜버,6830.0,38890.0,0.050228475387648,0.4726507807263606,1.0,높음,0.7181425485961124,0.4726507807263606,0.791036717062635,0.4197304400149833,1.0,0.6573212230505528,즉시검토,0.4726507807263606,0.9168466522678186,0.8434125269978402,0.2802375809935205,0.791036717062635,0.5013498920086393,0.8887688984881209,True,즉시검토형,115,최종점수 상위 10% / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.657, 채널력=0.718, 성장성=0.473, 팬밀도=0.791, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-13.0,,-0.0021574064341645,-0.0001843403504254,-0.0118790496760259,0.0,False,False,True,False,False,하락,순위 13단계 하락 / 최종점수 -0.002 / 성장성 -0.000 / shortlist 신규 선정,https://yt3.ggpht.com/L2uwdnlr2Lo9v60UhjEIkmEPNc7LiTc7WrmLht7r8wPLh3_N5Qb4xoZHnJLKDKFu1PX8vgQWchQ=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCPj3xZZIaCoIrWXMZqd99MA,@king_obuk,오북이
156,UCByoa5Md3ErDN-54DircWoQ,유수 YOUSU ASMR,음악·보이스형,ASMR,3420.0,1259.3333333333333,0.0742065018613078,0.5,0.0,미산출,0.3512688984881209,0.5,0.908207343412527,0.8515118790496761,0.98432,0.6570931550755938,성장관찰,0.5,0.9163066954643628,0.2521598272138229,0.521598272138229,0.908207343412527,0.896328293736501,0.5380669546436285,True,성장관찰형,157,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,성장성 신뢰도 낮음,"최종=0.657, 채널력=0.351, 성장성=0.500, 팬밀도=0.908, 라이브=0.852, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196, 수기제외=0",-5.0,,0.0003957883369329,0.0,0.0,0.0,False,False,True,False,False,하락,순위 5단계 하락 / 최종점수 +0.000 / shortlist 신규 선정,https://yt3.ggpht.com/SN_divuCXtFPftO2ioPvhjfmVIIW2xqlYjbOvYmuZ1nIvqo29f1jG1ngAbm4y5mwuq0nkRYMkg=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCByoa5Md3ErDN-54DircWoQ,@yousu_3000,유수 YOUSU ASMR
157,UCdtLrhj_Noe6JDQfsciC2qA,우기의 923번째 머리카락 (삭발예정),음악·보이스형,보컬로이드JPOP커버,4830.0,117097.5,0.0377577363364544,0.6074909181307389,1.0,높음,0.671841252699784,0.6074909181307389,0.6641468682505399,0.4197304400149833,1.0,0.6569744096879256,즉시검토,0.6074909181307389,0.9157667386609072,0.7899568034557235,0.8569114470842333,0.6641468682505399,0.5013498920086393,0.8887688984881209,True,즉시검토형,116,최종점수 상위 10% / 성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.657, 채널력=0.672, 성장성=0.607, 팬밀도=0.664, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",205.0,,0.0406141518745416,0.1506302731711026,-0.0091792656587473,0.0,False,True,True,False,False,급상승,순위 205단계 상승 / 최종점수 +0.041 / 성장성 +0.151 / 버킷 변경: 검증필요 → 즉시검토 / shortlist 신규 선정,https://yt3.ggpht.com/sLGGsp-B1hL5qXZjBd8-E71cy6Wxo0H5_kydwy4wJSREmcPRlMgqLd9kHDZq4_B1QWYsX5M7=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCdtLrhj_Noe6JDQfsciC2qA,@yuqi_923th_hair,우기의 923번째 머리카락 (삭발예정)
158,UC4ILhQxtDOX9vJcUk-M61Ug,노노미야 미야 乃ノ宮みや,게임 실황형,명조,2810.0,87.5,0.1977767379018752,0.5146439075387751,1.0,높음,0.3285367170626349,0.5146439075387751,0.9929805615550756,0.861752578243925,0.96464,0.6568601821433422,검증필요,0.5146439075387751,0.9152267818574514,0.2192224622030237,0.6733261339092873,0.9929805615550756,0.9095572354211664,0.1973542116630669,True,점수상위검증형,377,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,한국 타깃 적합성 낮음,"최종=0.657, 채널력=0.329, 성장성=0.515, 팬밀도=0.993, 라이브=0.862, 실전성=0.965, 운영제외리스크=0.136, 검증필요리스크=0.102, 수기제외=0",-15.0,,-0.0023493185282852,-0.0079214801188449,-0.0005399568034555,0.0,False,False,True,False,False,하락,순위 15단계 하락 / 최종점수 -0.002 / 성장성 -0.008 / shortlist 신규 선정,https://yt3.ggpht.com/SZCKzYA6SKD7f4pg8VSihMj-oQ5p6UnLH3P6YWqIQst5mKNHkDhS0hDIT0hARwM5DvmZJKCz=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC4ILhQxtDOX9vJcUk-M61Ug,@miya_nonomiya,노노미야 미야 乃ノ宮みや
159,UCR_HrzFSq5Sgs9QGA1lAiRA,마무무,,서브컬쳐게임,3760.0,2797.9,0.0431714351643552,0.7202354363300226,1.0,높음,0.4973812095032397,0.7202354363300226,0.7289416846652268,0.4197304400149833,0.99272,0.6561901248917166,즉시검토,0.7202354363300226,0.9146868250539956,0.515658747300216,0.964902807775378,0.7289416846652268,0.5013498920086393,0.7308315334773218,True,즉시검토형,117,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.656, 채널력=0.497, 성장성=0.720, 팬밀도=0.729, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",-13.0,,-0.0020364411993558,-0.0206891467086763,0.0826133909287257,0.0,False,False,True,False,False,하락,순위 13단계 하락 / 최종점수 -0.002 / 성장성 -0.021 / shortlist 신규 선정,https://yt3.ggpht.com/kzCdGg_QQteylOC10sqd-ZzTlG3FmoIyzztnJpEQEDIGpaS11o0AyCRu1y7tKLADxBLhTt2YAw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCR_HrzFSq5Sgs9QGA1lAiRA,@mamumuthecrow,마무무
160,UCi8tpvAj_R9GzdzH0B493tQ,디핏,창작·비주얼형,코스프레,14000.0,21761.2,0.0256045319367951,0.5467756250957124,1.0,높음,0.7807775377969761,0.5467756250957124,0.4632829373650108,0.6619703043682705,1.0,0.6560860252176772,즉시검토,0.5467756250957124,0.91414686825054,0.8995680345572354,0.7478401727861771,0.4632829373650108,0.8120950323974082,0.8887688984881209,True,즉시검토형,118,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.656, 채널력=0.781, 성장성=0.547, 팬밀도=0.463, 라이브=0.662, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-89.0,,-0.0250148758415785,-0.0890554932668166,-0.0032397408207343,0.0,False,False,True,False,False,급하락,순위 89단계 하락 / 최종점수 -0.025 / 성장성 -0.089 / shortlist 신규 선정,https://yt3.ggpht.com/43Jc2CEi-ZL37KBd4KcN4yIyrw1y-PzaJXwsPxJdbOK7AIFzC32u86T41hxtjcyD-JNFF4RAxw=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCi8tpvAj_R9GzdzH0B493tQ,@디핏,디핏
161,UCkM7CsidMgbfKLZ2bweX4Sg,미 쯔,,음악기타,28300.0,28833.5,0.0485296438030014,0.4774264988538529,0.25,낮음,0.816792656587473,0.4943566247134632,0.7764578833693304,0.4197304400149833,0.97704,0.655949739712514,성장관찰,0.4774264988538529,0.9136069114470844,0.9249460043196543,0.3876889848812095,0.7764578833693304,0.5013498920086393,0.3744600431965443,True,성장관찰형,158,최종점수 상위 10%,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.656, 채널력=0.817, 성장성=0.494, 팬밀도=0.776, 라이브=0.420, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287, 수기제외=0",-67.0,,-0.015909739250388,0.0096422109152983,-0.0053995680345573,-0.01568,False,True,True,False,False,급하락,순위 67단계 하락 / 최종점수 -0.016 / 성장성 +0.010 / 버킷 변경: 즉시검토 → 성장관찰 / shortlist 신규 선정,https://yt3.ggpht.com/AwX8RQiluh5eCA_E7ELm5zjbHSMJAFxMfnrk4H659p7UT-bntC6zrMP_RX-J7PHMfI4po5qK1Nk=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCkM7CsidMgbfKLZ2bweX4Sg,@mit_zu0,미 쯔
162,UCQ_JKfRlczE8x304DRszrGA,공파리파,버츄얼 퍼포먼스형,버튜버,313000.0,61505.6,0.0267070455581049,0.6735716688630158,1.0,높음,0.8206263498920086,0.6735716688630158,0.4854211663066954,0.4197304400149833,0.9,0.6558900868476067,즉시검토,0.6735716688630158,0.9130669546436284,0.9281857451403888,0.9330453563714904,0.4854211663066954,0.5013498920086393,0.0758639308855291,True,즉시검토형,119,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.656, 채널력=0.821, 성장성=0.674, 팬밀도=0.485, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-32.0,,-0.0065265269276383,-0.0142186105484998,-0.0178185745140389,0.0,False,False,True,False,False,급하락,순위 32단계 하락 / 최종점수 -0.007 / 성장성 -0.014 / shortlist 신규 선정,https://yt3.ggpht.com/4lnsAz15RpP0l2opdQ-Vzjg5Dj77i3NKj0z8_QshitF6wMOEh9qdbQ3JVGuIc_o-ZuhQajfbdW8=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCQ_JKfRlczE8x304DRszrGA,@gongparipa,공파리파
163,UCv_nTOKgkUYX7iy9ldHY2ww,쿄시,버츄얼 퍼포먼스형,버튜버,5980.0,219.2,0.0618851189784754,0.427356388358027,0.75,보통,0.3769438444924405,0.4455172912685202,0.8579913606911447,0.861752578243925,1.0,0.6556934734321632,즉시검토,0.427356388358027,0.9125269978401728,0.2942764578833693,0.1997840172786177,0.8579913606911447,0.9095572354211664,0.8887688984881209,True,즉시검토형,120,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.656, 채널력=0.377, 성장성=0.446, 팬밀도=0.858, 라이브=0.862, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",25.0,,0.0077796814522055,0.0269383393116334,0.0010799136069113,0.0,False,True,True,False,False,급상승,순위 25단계 상승 / 최종점수 +0.008 / 성장성 +0.027 / 버킷 변경: 검증필요 → 즉시검토 / shortlist 신규 선정,https://yt3.ggpht.com/uxbqwFrIkPj4MAaOmhS7GZ-qAed7lYc8WnpRMWo1E38j2yIM4WjPTlMHKhGMzpDWLZMCxG_Uug=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCv_nTOKgkUYX7iy9ldHY2ww,@쿄시,쿄시
164,UCDDpK1E7ua8fg-Nl6XwPUPQ,홈도리,창작·비주얼형,코스프레,29100.0,60114.2,0.0285405425417955,0.5651224564457626,1.0,높음,0.863498920086393,0.5651224564457626,0.5199784017278618,0.4197304400149833,1.0,0.6555588646061971,즉시검토,0.5651224564457626,0.911987041036717,0.9595032397408207,0.7829373650107991,0.5199784017278618,0.5013498920086393,0.8887688984881209,True,즉시검토형,121,최종점수 상위 10% / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.656, 채널력=0.863, 성장성=0.565, 팬밀도=0.520, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-16.0,,-0.0021255919769255,0.0069718621619292,-0.0264578833693304,0.0,False,False,True,False,False,하락,순위 16단계 하락 / 최종점수 -0.002 / 성장성 +0.007 / shortlist 신규 선정,https://yt3.ggpht.com/3gfRc6tL9hPnu4qP1Vcu1vE4-RQi2T4_IFU4vNBHoG_h1fZa8DFUr3RxU5aZs0UnlryRYM7hcZg=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCDDpK1E7ua8fg-Nl6XwPUPQ,@homedori,홈도리
165,UCZD3yQk0qXLpK1a-bZcLK6A,마이곰이,게임 실황형,롤,54900.0,76896.8,0.0316288684953401,0.6026487707290802,0.625,보통,0.8087473002159826,0.5641554817056751,0.5750539956803455,0.4197304400149833,1.0,0.6553593859770287,즉시검토,0.6026487707290802,0.9114470842332614,0.92170626349892,0.7796976241900648,0.5750539956803455,0.5013498920086393,0.8887688984881209,True,즉시검토형,122,최종점수 상위 10% / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.655, 채널력=0.809, 성장성=0.564, 팬밀도=0.575, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-12.0,,-0.0002344495450778,-0.0057472141575289,0.0048596112311014,0.0,False,False,True,False,False,하락,순위 12단계 하락 / 최종점수 -0.000 / 성장성 -0.006 / shortlist 신규 선정,https://yt3.ggpht.com/-fq5b2RazoY1F6Sb4BpmxnV6kZvrWDWCwri8ypVBe3-KlR8ABwUhk_LLFl69giRhbGOO9fbx3oE=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZD3yQk0qXLpK1a-bZcLK6A,@mygomiee,마이곰이
166,UC7NQLBO-pAGltlrUJnGQWWg,반달asmr,음악·보이스형,ASMR보이스,13700.0,12829.7,0.0559856916025087,0.446302223294526,0.5,보통,0.6706803455723542,0.473151111647263,0.82829373650108,0.4197304400149833,1.0,0.6552161753196366,즉시검토,0.446302223294526,0.9109071274298056,0.7883369330453563,0.2807775377969762,0.82829373650108,0.5013498920086393,0.8887688984881209,True,즉시검토형,123,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.655, 채널력=0.671, 성장성=0.473, 팬밀도=0.828, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",-12.0,,-0.0002542161149812,-0.0014480157763596,-0.0016198704103671,0.0,False,False,True,False,False,하락,순위 12단계 하락 / 최종점수 -0.000 / 성장성 -0.001 / shortlist 신규 선정,https://yt3.ggpht.com/8YMJHPai5TdqQMliuMNjwVcFHIOvO12cgXkq9I_Tj71PVjPvamlGcgfjsQ2yqjwaiQh_IpUT=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC7NQLBO-pAGltlrUJnGQWWg,@halfmoonasmr,반달asmr
